sim_id,weight,democratic_house_seats,democratic_aligned_senate_seats,six_state_combo,overall_dem_to_gop_percentile,house_vs_senate_tilt_percentile,conventionality_score
1,0.00002775472,211,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,62.109,0.478,0
2,0.00009301739,222,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,54.775,9.599,0.466215
3,0.000024077467,226,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,77.711,80.456,0.609598
4,0.000033710873,224,50,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,68.187,42.935,0.425133
5,0.00001826505,209,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.479,90.432,0
6,0.000048258737,217,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,93.56,85.016,0.815535
7,0.000200618551,244,53,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,17.48,51.202,-0.041082
8,0.000023689266,208,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,88.996,15.343,1.375402
9,0.000017690919,245,47,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,63.343,99.195,0.609598
10,0.00001826505,206,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,97.194,60.509,0
11,0.00011957941,247,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,14.15,60.645,0.466215
12,0.000041567534,209,50,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,83.477,8.063,1.416484
13,0.000048232545,212,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,95.555,76.011,0
14,0.000105033079,229,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,53.228,39.848,1.466215
15,0.000026976494,219,46,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,92.688,88.133,0.049731
16,0.000140633344,213,49,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,85.003,27.287,0.093653
17,0.000027676019,217,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,81.262,38.796,0.609598
18,0.000060942045,220,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,92.142,89.401,0
19,0.000022815717,210,47,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,94.226,54.814,-0.440132
20,0.000105033079,223,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,61.892,22.827,1.466215
21,0.000117640109,210,47,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,94.226,54.814,0.041082
22,0.000121798606,251,52,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,16.069,83.355,0
23,0.000006451318,201,46,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,98.034,44.438,0.559868
24,0.000094934628,241,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,27.973,60.339,0.466215
25,0.00001826505,201,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.725,63.041,0
26,0.000167865514,243,54,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,13.226,29.717,0.466215
27,0.000033227497,198,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,97.646,18.938,0
28,0.00004454881,200,47,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,97.251,23.696,0.041082
29,0.000215366996,257,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,6.136,71.709,0
30,0.000053537139,238,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,48.413,81.042,1.425133
31,0.000045791031,229,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,61.4,59.131,1.425133
32,0.000103817773,209,48,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,91.98,33.258,-0.466215
33,0.000053951849,212,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,90.03,42.043,0.049731
34,0.000076155542,229,50,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,61.4,59.131,0.375402
35,0.000017036006,210,46,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,96.192,71.198,0.559868
36,0.000091961992,232,49,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,65.158,80.731,0.143383
37,0.00001826505,201,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.034,44.438,0
38,0.000200618551,249,53,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,12.996,65.915,-0.041082
39,0.000053687153,223,48,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,80.799,74.524,-0.39905
40,0.000054422449,220,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,83.797,66.676,1.375402
41,0.00013801818,224,50,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,68.187,42.935,0.184465
42,0.000028625109,216,46,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,94.042,83.447,0.090813
43,0.000045766178,222,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,70.439,36.587,0.609598
44,0.000122800699,233,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,47.226,53.5,1.466215
45,0.00002448834,207,46,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,96.953,63.371,0.041082
46,0.0000877439,212,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,93.279,60.873,0
47,0.000105033079,222,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,63.012,20.367,1.466215
48,0.00002135053,216,45,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,96.116,91.876,0.049731
49,0.00001826505,203,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.508,68.141,0
50,0.00008387053,212,49,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,85.9,24.501,1.416484
51,0.000153417206,274,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,2.74,98.004,0
52,0.000017430322,198,49,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,94.407,3.489,-0.440132
53,0.000155433994,254,53,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,10.124,78.291,0.958918
54,0.000078399226,213,49,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,85.003,27.287,0.865265
55,0.000940751373,235,52,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,35.134,40.515,0.440132
56,0.000008250408,210,51,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,76.625,3.58,1.425133
57,0.000132549782,233,48,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,70.79,91.145,-1
58,0.000398379021,214,49,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,84.172,30.408,0.34932
59,0.000046734858,243,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,40.44,88.978,1.425133
60,0.000163286238,219,51,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,67.277,13.853,-0.134735
61,0.000078399226,215,49,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,83.282,33.542,0.865265
62,0.000137567056,216,50,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,76.526,20.003,0.906347
63,0.000153417206,262,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,6.434,90.858,0
64,0.000033227497,197,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,97.78,16.634,0
65,0.000486267109,253,54,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,7.692,61.047,-0.865265
66,0.00001826505,206,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.156,75.606,0
67,0.000018274969,200,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,98.19,40.915,0.815535
68,0.000611608862,239,55,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,11.993,9.07,0.958918
69,0.000030857888,217,47,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,90.415,74.068,0.143383
70,0.000117164461,222,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,46.493,3.77,0.466215
71,0.000222813647,221,49,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,77.122,52.339,0.39905
72,0.000043049238,217,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,86.432,58.272,0.559868
73,0.000077324243,227,51,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,55.695,34.355,0.466215
74,0.00002135053,210,45,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,97.544,83.255,0.049731
75,0.000055544184,240,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,62.12,96.363,1.375402
76,0.000013718702,212,47,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,93.279,60.873,0.609598
77,0.000503080557,220,49,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,78.061,49.033,-0.466215
78,0.000007216301,201,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,95.407,13.268,0.609598
79,0.000008138937,214,51,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,72.712,7.319,-0.34932
80,0.000095442627,229,50,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,61.4,59.131,-0.134735
81,0.000069378621,218,52,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,60.59,5.367,0.425133
82,0.000044864889,219,43,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,97.937,98.701,-1
83,0.000079040149,218,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,80.119,42.421,1.375402
84,0.000038840554,215,47,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,91.817,68.909,0.049731
85,0.000058862364,244,51,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,31.081,81.336,0.425133
86,0.00003324554,197,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,97.78,16.634,0.815535
87,0.000110925029,226,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,83.58,89.628,0.815535
88,0.000089190361,243,53,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,19.123,47.786,0.425133
89,0.0000877439,211,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,93.704,57.922,0
90,0.000263541532,227,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,38.414,8.531,0
91,0.000464415116,219,48,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,84.715,63.875,-0.425133
92,0.000108752409,239,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,30.265,54.037,0.466215
93,0.000138691683,228,50,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,62.487,56.213,1.416484
94,0.000018557889,216,51,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,70.665,9.466,0.958918
95,0.000060975138,218,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,93.107,86.589,0.815535
96,0.000008085174,204,46,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,97.612,54.311,0.049731
97,0.000034387035,244,50,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,38.749,90.311,-0.390402
98,0.00001826505,195,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.772,77.165,0
99,0.000130057799,280,54,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,1.268,98.062,1.466215
100,0.000033227497,197,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,97.78,16.634,0
101,0.000062198159,246,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,69.83,99.716,0
102,0.000030991639,214,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,92.326,66.224,0.559868
103,0.00006820543,223,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,80.799,74.524,0.865265
104,0.000080765778,217,50,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,75.713,22.482,-0.39905
105,0.000017333644,225,47,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,84.518,88.317,0.609598
106,0.000300574475,271,55,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,1.698,87.185,0
107,0.00001826505,194,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.627,59.465,0
108,0.000024077467,219,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,84.715,63.875,0.609598
109,0.000024077467,224,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,79.743,76.715,0.609598
110,0.00013801818,224,50,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,68.187,42.935,0.184465
111,0.000059387882,243,49,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,49.802,94.651,0.375402
112,0.000072611004,220,48,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,83.797,66.676,0.184465
113,0.000139190691,205,48,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,93.868,21.938,-0.425133
114,0.000040884172,235,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,61.002,85.745,0.609598
115,0.000007216301,205,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,93.868,21.938,0.609598
116,0.000037741922,238,48,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,64.948,95.314,0.65068
117,0.000208393654,262,53,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,6.434,90.858,1
118,0.00001826505,193,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.376,37.101,0
119,0.000215366996,259,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,5.342,76.474,0
120,0.000230796452,214,50,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,78.405,15.568,0.39905
121,0.000011061496,215,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,71.626,8.117,1.466215
122,0.000105970805,228,49,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,70.086,72.247,1.416484
123,0.000024077467,219,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,84.715,63.875,0.609598
124,0.000054392912,226,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,77.711,80.456,0.559868
125,0.000009796071,214,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,66.281,2.158,0.466215
126,0.000054422449,220,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,83.797,66.676,1.375402
127,0.000061393006,223,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,69.564,39.302,1.466215
128,0.000061359686,223,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,69.564,39.302,0.65068
129,0.00001826505,199,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.963,56.966,0
130,0.000060942045,223,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,90.28,92.891,0
131,0.000014708423,203,47,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,96.527,32.986,0.049731
132,0.00001826505,192,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.446,34.597,0
133,0.00031069609,253,51,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,20.878,93.513,0.950269
134,0.000052094891,198,50,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,91.582,0.903,0.906347
135,0.000042452747,257,48,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,37.026,99.657,0.60095
136,0.00006677988,209,49,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,88.203,17.305,0.39905
137,0.00001826505,203,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.097,81.203,0
138,0.000040353691,239,49,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,55.063,91.427,-0.34932
139,0.000163497873,210,48,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,91.392,35.914,0.856617
140,0.000068168412,225,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,78.665,78.676,0.049731
141,0.00008977661,214,48,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,88.771,48.463,-0.184465
142,0.000203219804,230,50,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,59.751,62.352,0.906347
143,0.000300574475,268,55,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,2.084,82.394,0
144,0.000011736139,197,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,97.78,16.634,0.559868
145,0.000022713875,203,50,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,88.264,2.864,-0.856617
146,0.000044117653,254,50,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,26.495,97.316,-0.856617
147,0.000137567056,215,50,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,77.455,17.476,0.906347
148,0.00001826505,200,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.275,75.338,0
149,0.000053537139,231,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,57.953,64.577,1.425133
150,0.000077347789,242,50,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,42.097,87.632,-0.856617
151,0.000017036006,210,46,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,96.192,71.198,0.559868
152,0.00001631105,201,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,95.407,13.268,1.375402
153,0.000068168412,223,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,80.799,74.524,0.049731
154,0.000122800699,234,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,45.454,56.725,1.466215
155,0.00001826505,186,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.919,52.56,0
156,0.00001826505,178,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.949,13.587,0
157,0.000135453461,250,50,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,30.945,95.462,0.909187
158,0.000102172061,230,53,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,34.195,12.905,0.425133
159,0.0001133716,224,48,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,79.743,76.715,-1
160,0.000027691048,216,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,82.348,36.242,1.425133
161,0.00001826505,201,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.213,77.48,0
162,0.000048232545,212,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.808,96.982,0
163,0.000311963358,218,50,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,74.8,24.95,0.950269
164,0.000011140068,231,46,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,84.452,97.444,0.609598
165,0.00037758493,241,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,14.475,23.941,0
166,0.00001826505,207,39,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.952,99.783,0
167,0.000033704331,237,47,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,72.739,97.473,-0.440132
168,0.000054392912,219,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,84.715,63.875,0.559868
169,0.000071739421,230,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,59.751,62.352,0.65068
170,0.000030991639,210,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,94.226,54.814,0.559868
171,0.000045791031,226,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,65.643,49.627,1.425133
172,0.00001826505,208,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,96.741,65.718,0
173,0.000122347606,221,48,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,82.961,69.221,0.093653
174,0.000103445579,229,50,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,61.4,59.131,1.375402
175,0.00003915808,219,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,89.176,78.427,0.559868
176,0.000108752409,235,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,35.134,40.515,0.466215
177,0.000014708423,204,47,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,96.287,35.467,0.049731
178,0.000079699926,231,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,72.861,88.545,0.049731
179,0.000091593015,232,51,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,48.865,50.279,1.425133
180,0.00000722022,204,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,94.386,19.284,1.425133
181,0.000110182044,239,52,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,30.265,54.037,1.425133
182,0.000110864826,218,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,89.775,76.28,0
183,0.000061143614,250,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,24.5,90.497,1.466215
184,0.000035751632,213,50,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,79.383,13.459,-0.34932
185,0.000232556954,229,50,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,61.4,59.131,0.093653
186,0.000110864826,218,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,89.775,76.28,0
187,0.000083825011,217,49,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,81.262,38.796,0.60095
188,0.000046180041,205,48,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,93.868,21.938,0.815535
189,0.000206022913,239,51,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,37.453,70.41,0.958918
190,0.000026976494,223,46,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,90.28,92.891,0.049731
191,0.000043049238,212,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,90.03,42.043,0.559868
192,0.000021525073,224,46,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,89.656,93.729,0.559868
193,0.000048232545,215,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,94.549,81.68,0
194,0.000079040149,224,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,74.305,61.807,1.375402
195,0.000010480556,204,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,91.557,9.193,0.609598
196,0.000008201201,232,46,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,83.518,97.731,-0.390402
197,0.000153417206,255,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,9.658,79.957,0
198,0.000268973549,245,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,16.29,54.5,0
199,0.000010486247,203,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,92.069,8.003,1.425133
200,0.000290060266,247,52,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,21.077,75.777,1
201,0.00004454881,209,47,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,94.663,51.497,0.041082
202,0.000034987768,226,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,71.97,67.015,1.425133
203,0.000255954522,232,51,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,48.865,50.279,-0.093653
204,0.000021362124,216,46,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,94.042,83.447,0.865265
205,0.000018390222,205,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,86.783,4.42,0.65068
206,0.00002135053,214,45,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,96.68,89.269,0.049731
207,0.000027392111,207,48,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,92.98,26.979,0.090813
208,0.000123399743,259,52,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,10.485,93.658,0.958918
209,0.00001826505,201,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.725,63.041,0
210,0.000067994894,239,49,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,55.063,91.427,-0.440132
211,0.000045791031,225,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,66.766,46.326,1.425133
212,0.00047265998,227,52,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,47.75,18.431,-0.049731
213,0.000138691683,225,50,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,66.766,46.326,1.416484
214,0.000105054458,213,49,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,85.003,27.287,0.090813
215,0.000023358653,216,51,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,70.665,9.466,0.865265
216,0.000177787375,221,49,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,77.122,52.339,0.909187
217,0.000045782145,231,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,78.533,94.418,0.559868
218,0.000020430878,206,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,93.444,24.204,0.049731
219,0.000014708423,208,47,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,94.953,48.099,0.049731
220,0.000130386574,212,49,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,85.9,24.501,-0.184465
221,0.000017036006,210,46,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,96.192,71.198,0.559868
222,0.000122800699,235,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,44.182,59.819,1.466215
223,0.000137567056,217,50,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,75.713,22.482,0.906347
224,0.000108752409,234,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,36.491,37.32,0.466215
225,0.00001826505,194,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.887,23.206,0
226,0.000008085174,209,45,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,97.705,81.475,0.049731
227,0.000114428864,261,53,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,6.685,89.505,-0.041082
228,0.000044117653,262,50,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,17.054,99.115,-0.856617
229,0.000061359686,224,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,68.187,42.935,0.65068
230,0.000108693385,235,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,35.134,40.515,-0.34932
231,0.000750643955,231,52,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,41.315,28.886,0.950269
232,0.000029688788,206,49,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,90.207,11.506,0.865265
233,0.00001631105,201,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,95.407,13.268,1.375402
234,0.000033692577,218,50,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,74.8,24.95,-0.390402
235,0.000060975138,228,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,86.828,96.246,0.815535
236,0.000176118514,225,51,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,58.458,28.27,0.143383
237,0.00001826505,203,39,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.974,99.583,0
238,0.000215366996,257,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,6.136,71.709,0
239,0.000365359153,243,53,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,19.123,47.786,1
240,0.000300574475,255,56,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,2.973,30.67,0
241,0.000004749392,195,45,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,99.237,43.895,-0.440132
242,0.000073552861,267,52,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,6.615,97.721,1.466215
243,0.00001826505,192,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.675,53.235,0
244,0.00001826505,196,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.734,78.957,0
245,0.000095747178,258,54,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,5.67,74.256,0.466215
246,0.000132808877,223,49,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,75.39,58.629,0.906347
247,0.000054422449,227,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,76.781,82.242,1.375402
248,0.00001826505,192,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.446,34.597,0
249,0.00034658011,227,48,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,76.781,82.242,0.34932
250,0.00003915808,224,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,85.279,86.83,0.559868
251,0.000028605282,209,50,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,83.477,8.063,-0.134735
